fen,move,game_id
rnbq1rk1/1pbp1pp1/p1p1p2p/3nP3/3P4/3B1N2/PPPNQPPP/R1B2RK1 w - - 1 10,e2e4,1003
rnbq1rk1/1pbp2p1/p1p1pp1p/3nP3/3PQ3/3B1N2/PPPN1PPP/R1B2RK1 w - - 0 11,e5f6,1003
rnb2rk1/1pbp2p1/p1p1pq1p/3n4/3PQ3/3B1N2/PPPN1PPP/R1B2RK1 w - - 0 12,c2c4,1003
rnb2rk1/1pbp2p1/p1p1pq1p/8/2PPQn2/3B1N2/PP1N1PPP/R1B2RK1 w - - 1 13,d2b3,1003
rnb2rk1/1pbp2p1/p1p1pq1p/8/2PPQ3/1N1n1N2/PP3PPP/R1B2RK1 w - - 0 14,e4d3,1003
rnb2rk1/1pb3p1/p1p1pq1p/3p4/2PP4/1N1Q1N2/PP3PPP/R1B2RK1 w - - 0 15,c4c5,1003
r1b2rk1/1pbn2p1/p1p1pq1p/2Pp4/3P4/1N1Q1N2/PP3PPP/R1B2RK1 w - - 1 16,f1e1,1003
r1b2rk1/1pbn2p1/p1p2q1p/2Ppp3/3P4/1N1Q1N2/PP3PPP/R1B1R1K1 w - - 0 17,d4e5,1003
r1b2rk1/1pb3p1/p1p2q1p/2Ppn3/8/1N1Q1N2/PP3PPP/R1B1R1K1 w - - 0 18,f3e5,1003
r1b2rk1/1p4p1/p1p2q1p/2Ppb3/8/1N1Q4/PP3PPP/R1B1R1K1 w - - 0 19,e1e2,1003
r1b2rk1/1pb3p1/p1p2q1p/2Pp4/8/1N1Q4/PP2RPPP/R1B3K1 w - - 2 20,b3d4,1003
r1b2rk1/1pb3p1/p1p4p/2Pp4/3N3q/3Q4/PP2RPPP/R1B3K1 w - - 4 21,h2h3,1003
r4rk1/1pb3p1/p1p4p/2Pp4/3N3q/3Q3b/PP2RPP1/R1B3K1 w - - 0 22,d4f3,1003
r4rk1/1pb3p1/p1p4p/2Pp4/7q/3Q1N2/PP2RPb1/R1B3K1 w - - 0 23,f3h4,1003
r4rk1/1pb3p1/p1p4p/2Pp4/4b2N/3Q4/PP2RP2/R1B3K1 w - - 1 24,d3c3,1003
r5k1/1pb3p1/p1p2r1p/2Pp4/4b2N/2Q5/PP2RP2/R1B3K1 w - - 3 25,c1h6,1003
r5k1/1pb3p1/p1p4r/2Pp4/4b2N/2Q5/PP2RP2/R5K1 w - - 0 26,e2e4,1003
r5k1/1pb3p1/p1p4r/2P5/4p2N/2Q5/PP3P2/R5K1 w - - 0 27,h4f5,1003
r5k1/1pb3p1/p1p3r1/2P2N2/4p3/2Q5/PP3P2/R5K1 w - - 2 28,g1f1,1003
5rk1/1pb3p1/p1p3r1/2P2N2/4p3/2Q5/PP3P2/R4K2 w - - 4 29,f5e7,1003
5r2/1pb1Nkp1/p1p3r1/2P5/4p3/2Q5/PP3P2/R4K2 w - - 6 30,e7g6,1003
5r2/1pb3p1/p1p3k1/2P5/4p3/2Q5/PP3P2/R4K2 w - - 0 31,a1e1,1003
8/1pb3p1/p1p3k1/2P5/4pr2/2Q5/PP3P2/4RK2 w - - 2 32,c3c2,1003
8/1pb3p1/p1p5/2P2k2/4pr2/8/PPQ2P2/4RK2 w - - 4 33,e1e3,1003
8/1pb3p1/p1p5/2P2k2/4p2r/4R3/PPQ2P2/5K2 w - - 6 34,e3f3,1003
8/1p4p1/p1p5/2P2k2/4pb1r/5R2/PPQ2P2/5K2 w - - 8 35,f3b3,1003
8/1p4p1/p1p5/2P2k2/4pb2/1R6/PPQ2P2/5K1r w - - 10 36,f1g2,1003
8/1p4p1/p1p5/2P2k2/4pb2/1R6/PPQ2PKr/8 w - - 12 37,g2g1,1003
8/1p6/p1p5/2P2kp1/4pb2/1R6/PPQ2P1r/6K1 w - - 0 38,f2f3,1003
8/1p6/p1p5/2P2kp1/4pb2/1R3P2/PPr5/6K1 w - - 0 39,f3e4,1003
8/1p6/p1p5/2P3p1/4kb2/1R6/PPr5/6K1 w - - 0 40,b3b7,1003
8/1R6/p1p5/2r3p1/4kb2/8/PP6/6K1 w - - 0 41,b7b6,1003
8/8/pRp5/2r3p1/4k3/4b3/PP6/6K1 w - - 2 42,g1g2,1003
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1004
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,1004
rnbqkbnr/ppp2ppp/4p3/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,e2e3,1004
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,f1d3,1004
rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 0 5,c2c3,1004
rnbqkb1r/pp3ppp/4pn2/3p4/3p4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,e3d4,1004
rnbqkb1r/pp3ppp/4p3/3p4/3Pn3/2PB1N2/PP3PPP/RNBQK2R w KQkq - 1 7,b1d2,1004
rnbqkb1r/pp4pp/4p3/3p1p2/3Pn3/2PB1N2/PP1N1PPP/R1BQK2R w KQkq - 0 8,e1g1,1004
rnbqk2r/pp4pp/3bp3/3p1p2/3Pn3/2PB1N2/PP1N1PPP/R1BQ1RK1 w kq - 2 9,c3c4,1004
rnbq1rk1/pp4pp/3bp3/3p1p2/2PPn3/3B1N2/PP1N1PPP/R1BQ1RK1 w - - 1 10,c4d5,1004
rnbq1rk1/pp4pp/3b4/3p1p2/3Pn3/3B1N2/PP1N1PPP/R1BQ1RK1 w - - 0 11,d1b3,1004
rnbq1rk1/pp4pp/3b4/3p4/3Pnp2/1Q1B1N2/PP1N1PPP/R1B2RK1 w - - 0 12,d2e4,1004
rn1q1rk1/pp4pp/3bb3/3p4/3PNp2/1Q1B1N2/PP3PPP/R1B2RK1 w - - 1 13,e4d6,1004
rn3rk1/pp4pp/3qb3/3p4/3P1p2/1Q1B1N2/PP3PPP/R1B2RK1 w - - 0 14,f3g5,1004
rn3rk1/pp4p1/3qb2p/3p2N1/3P1p2/1Q1B4/PP3PPP/R1B2RK1 w - - 0 15,g5e6,1004
rn3rk1/pp4p1/4q2p/3p4/3P1p2/1Q1B4/PP3PPP/R1B2RK1 w - - 0 16,c1d2,1004
rn3rk1/pp4p1/4q2p/3p4/3P4/1Q1B1p2/PP1B1PPP/R4RK1 w - - 0 17,a1e1,1004
rn3rk1/pp4p1/7p/3p4/3P2q1/1Q1B1p2/PP1B1PPP/4RRK1 w - - 2 18,g2g3,1004
rn3rk1/pp4p1/7p/3p4/3P4/1Q1B1pPq/PP1B1P1P/4RRK1 w - - 1 19,b3d5,1004
rn3r1k/pp4p1/7p/3Q4/3P4/3B1pPq/PP1B1P1P/4RRK1 w - - 1 20,d5b7,1004
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5,1005
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,b8c6,1005
r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,c6d4,1005
r1bqkbnr/pp1ppppp/8/2p5/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,c5d4,1005
r1bqkbnr/pp1ppppp/8/8/3QP3/8/PPP2PPP/RNB1KB1R b KQkq - 0 5,d7d6,1005
r1bqkbnr/pp2pppp/3p4/8/3QP3/2N5/PPP2PPP/R1B1KB1R b KQkq - 1 6,e7e5,1005
r1bqkbnr/pp3ppp/3p4/4p3/4P3/2NQ4/PPP2PPP/R1B1KB1R b KQkq - 1 7,g8f6,1005
r1bqkb1r/pp3ppp/3p1n2/4p1B1/4P3/2NQ4/PPP2PPP/R3KB1R b KQkq - 3 8,f8e7,1005
r1bqk2r/pp2bppp/3p1n2/4p1B1/4P3/2NQ4/PPP1BPPP/R3K2R b KQkq - 5 9,d6d5,1005
r1bqk2r/pp2bppp/5n2/3Pp1B1/8/2NQ4/PPP1BPPP/R3K2R b KQkq - 0 10,f6d5,1005
r1bqk2r/pp2Bppp/8/3np3/8/2NQ4/PPP1BPPP/R3K2R b KQkq - 0 11,d5e7,1005
r1bQk2r/pp2nppp/8/4p3/8/2N5/PPP1BPPP/R3K2R b KQkq - 0 12,e8d8,1005
r1bk3r/pp2nppp/8/4p3/8/2N5/PPP1BPPP/R4RK1 b - - 1 13,d8e8,1005
r1b1k2r/pp2nppp/8/4p3/8/2N5/PPP1BPPP/R3R1K1 b - - 3 14,f7f6,1005
r1b1k2r/pp2n1pp/5p2/4p3/8/2N5/PPP1BPPP/3RR1K1 b - - 1 15,e8f7,1005
r1b4r/pp2nkpp/5p2/4p3/2B5/2N5/PPP2PPP/3RR1K1 b - - 3 16,c8e6,1005
r6r/pp2nkpp/4Bp2/4p3/8/2N5/PPP2PPP/3RR1K1 b - - 0 17,f7e6,1005
r6r/pp2n1pp/4kp2/4p3/4N3/8/PPP2PPP/3RR1K1 b - - 1 18,a8c8,1005
2r4r/pp2n1pp/4kp2/4p3/4N3/2P5/PP3PPP/3RR1K1 b - - 0 19,h7h6,1005
2r4r/pp2n1p1/3Rkp1p/4p3/4N3/2P5/PP3PPP/4R1K1 b - - 1 20,e6f7,1005
2r4r/pp1Rnkp1/5p1p/4p3/4N3/2P5/PP3PPP/4R1K1 b - - 3 21,h8d8,1005
2rr4/pp1Rnkp1/5p1p/4p3/4N3/2P5/PP3PPP/3R2K1 b - - 5 22,d8d7,1005
2r5/pp1Rnkp1/5p1p/4p3/4N3/2P5/PP3PPP/6K1 b - - 0 23,c8b8,1005
1r6/pp1Rnkp1/5p1p/4p3/P3N3/2P5/1P3PPP/6K1 b - - 0 24,f7e6,1005
1r6/pp2n1p1/3Rkp1p/4p3/P3N3/2P5/1P3PPP/6K1 b - - 2 25,e6f5,1005
1r6/pp2n1p1/3R1p1p/4pk2/P7/2P3N1/1P3PPP/6K1 b - - 4 26,f5g6,1005
1r6/pp2n1p1/3R1pkp/4p3/PP6/2P3N1/5PPP/6K1 b - - 0 27,b7b6,1005
1r6/p3n1p1/1p1R1pkp/4p3/PPP5/6N1/5PPP/6K1 b - - 0 28,e7f5,1005
1r6/p5p1/1p1R1pkp/4pN2/PPP5/8/5PPP/6K1 b - - 0 29,g6f5,1005
1r6/p2R2p1/1p3p1p/4pk2/PPP5/8/5PPP/6K1 b - - 1 30,a7a6,1005
1r6/3R2p1/pp3p1p/4pk2/PPP5/6P1/5P1P/6K1 b - - 0 31,g7g5,1005
1r6/8/pp3p1p/4pkp1/PPP5/6P1/5P1P/3R2K1 b - - 1 32,b8c8,1005
2r5/8/pp3p1p/4pkp1/PPP5/6P1/5P1P/2R3K1 b - - 3 33,b6b5,1005
2r5/8/p4p1p/1P2pkp1/1PP5/6P1/5P1P/2R3K1 b - - 0 34,a6b5,1005
2r5/8/5p1p/1pP1pkp1/1P6/6P1/5P1P/2R3K1 b - - 0 35,f5e4,1005
2r5/8/5p1p/1pP1p1p1/1P2k3/6P1/5PKP/2R5 b - - 2 36,e4d5,1005
2r5/8/5p1p/1pPkp1p1/1P6/6PK/5P1P/2R5 b - - 4 37,h6h5,1005
2r5/8/5p2/1pPkp1pp/1P4P1/7K/5P1P/2R5 b - - 0 38,h5h4,1005
2r5/8/5p2/1pPkp1p1/1P4Pp/8/5PKP/2R5 b - - 1 39,d5c6,1005
2r5/8/2k2p2/1pP1p1p1/1P4Pp/5K2/5P1P/2R5 b - - 3 40,c8a8,1005
r7/8/2k2p2/1pP1p1p1/1P4Pp/5K2/5P1P/3R4 b - - 5 41,a8a3,1005
8/8/2k2p2/1pP1p1p1/1P2K1Pp/r7/5P1P/3R4 b - - 7 42,a3a4,1005
8/8/2kR1p2/1pP1p1p1/rP2K1Pp/8/5P1P/8 b - - 9 43,c6c7,1005
8/2k5/5R2/1pP1p1p1/rP2K1Pp/8/5P1P/8 b - - 0 44,a4b4,1005
8/2k5/5R2/1pP1K1p1/1r4Pp/8/5P1P/8 b - - 0 45,b4g4,1005
8/2k5/5R2/1pPK2p1/6rp/8/5P1P/8 b - - 1 46,g4g2,1005
8/2k2R2/8/1pPK2p1/7p/8/5PrP/8 b - - 3 47,c7d8,1005
3k4/5R2/2P5/1p1K2p1/7p/8/5PrP/8 b - - 0 48,g2h2,1005
3k4/5R2/2PK4/1p4p1/7p/8/5P1r/8 b - - 1 49,d8e8,1005
4k3/4R3/2PK4/1p4p1/7p/8/5P1r/8 b - - 3 50,e8d8,1005
3k4/2P1R3/3K4/1p4p1/7p/8/5P1r/8 b - - 0 51,d8c8,1005
2k1R3/2P5/3K4/1p4p1/7p/8/5P1r/8 b - - 2 52,c8b7,1005
2Q1R3/1k6/3K4/1p4p1/7p/8/5P1r/8 b - - 0 53,b7b6,1005
1Q2R3/8/1k1K4/1p4p1/7p/8/5P1r/8 b - - 2 54,b6a5,1005
4R3/2Q5/3K4/kp4p1/7p/8/5P1r/8 b - - 4 55,a5b4,1005
4R3/8/3K4/1pQ3p1/1k5p/8/5P1r/8 b - - 6 56,b4b3,1005
4R3/8/3K4/1Q4p1/7p/1k6/5P1r/8 b - - 0 57,b3c2,1005
4R3/8/3K4/2Q3p1/7p/8/2k2P1r/8 b - - 2 58,c2d2,1005
4R3/8/3K4/3Q2p1/7p/8/3k1P1r/8 b - - 4 59,d2c3,1005
8/8/3K4/3Q2p1/7p/2k1R3/5P1r/8 b - - 6 60,c3c2,1005
8/8/3K4/6p1/2Q4p/4R3/2k2P1r/8 b - - 8 61,c2d2,1005
8/8/3K4/6p1/3Q3p/4R3/3k1P1r/8 b - - 10 62,d2c2,1005
8/8/3K4/6p1/3Q3p/2R5/2k2P1r/8 b - - 12 63,c2b2,1005
8/8/3K4/6p1/1Q5p/2R5/1k3P1r/8 b - - 14 64,b2a2,1005
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1006
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,1006
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,e2e3,1006
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 1 4,c2c3,1006
r2qkb1r/ppp1pppp/2n2n2/3p1b2/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,f1d3,1006
r2qkb1r/ppp2ppp/2n1pn2/3p1b2/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,e1g1,1006
r2qk2r/ppp2ppp/2nbpn2/3p1b2/3P4/2PBPN2/PP3PPP/RNBQ1RK1 w kq - 2 7,d1e2,1006
r2qk2r/ppp2pp1/2nbpn1p/3p1b2/3P4/2PBPN2/PP2QPPP/RNB2RK1 w kq - 0 8,b1d2,1006
r2qk2r/ppp2pp1/2nbp2p/3p1b2/3P2n1/2PBPN2/PP1NQPPP/R1B2RK1 w kq - 2 9,e3e4,1006
r2qk2r/ppp2pp1/2nbp2p/5b2/3Pp1n1/2PB1N2/PP1NQPPP/R1B2RK1 w kq - 0 10,d2e4,1006
r2qk2r/ppp2p2/2nbp2p/5bp1/3PN1n1/2PB1N2/PP2QPPP/R1B2RK1 w kq - 0 11,e4d6,1006
r2qk2r/pp3p2/2npp2p/5bp1/3P2n1/2PB1N2/PP2QPPP/R1B2RK1 w kq - 0 12,d3f5,1006
r2q1rk1/pp3p2/2npp2p/5Bp1/3P2n1/2P2N2/PP2QPPP/R1B2RK1 w - - 1 13,f5g4,1006
r2q1rk1/pp3p2/2np3p/4p1p1/3P2B1/2P2N2/PP2QPPP/R1B2RK1 w - - 0 14,f3e5,1006
r2q1rk1/pp3p2/2n4p/4p1p1/3P2B1/2P5/PP2QPPP/R1B2RK1 w - - 0 15,d4e5,1006
r2qr1k1/pp3p2/2n4p/4P1p1/6B1/2P5/PP2QPPP/R1B2RK1 w - - 1 16,f2f4,1006
r2qr1k1/pp3p2/2n4p/4P3/5pB1/2P5/PP2Q1PP/R1B2RK1 w - - 0 17,c1f4,1006
r2q2k1/pp2rp2/2n4p/4P3/5BB1/2P5/PP2Q1PP/R4RK1 w - - 1 18,a1d1,1006
r5k1/pp2rp2/1qn4p/4P3/5BB1/2P5/PP2Q1PP/3R1RK1 w - - 3 19,f4e3,1006
r5k1/ppq1rp2/2n4p/4P3/6B1/2P1B3/PP2Q1PP/3R1RK1 w - - 5 20,f1f5,1006
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1007
rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,1007
r1bqkbnr/pppp1ppp/2n5/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,d4e5,1007
r1b1kbnr/ppppqppp/2n5/4P3/8/5N2/PPP1PPPP/RNBQKB1R w KQkq - 1 4,c1g5,1007
r1b1kbnr/pppp1ppp/2n5/4P1B1/1q6/5N2/PPP1PPPP/RN1QKB1R w KQkq - 3 5,c2c3,1007
r1b1kbnr/pppp1ppp/2n5/4P1B1/8/2P2N2/Pq2PPPP/RN1QKB1R w KQkq - 0 6,b1d2,1007
r1b1kbnr/pppp1ppp/2n5/4P1B1/8/2q2N2/P2NPPPP/R2QKB1R w KQkq - 0 7,e2e3,1007
r1b1kbnr/pppp1ppp/8/4n1B1/8/2q1PN2/P2N1PPP/R2QKB1R w KQkq - 0 8,a1c1,1007
r1b1kbnr/pppp1ppp/8/6B1/8/2q1Pn2/P2N1PPP/2RQKB1R w Kkq - 0 9,g2f3,1007
r1b1kbnr/pppp1ppp/8/6B1/8/q3PP2/P2N1P1P/2RQKB1R w Kkq - 1 10,c1a1,1007
r1b1kbnr/pppp1ppp/8/6B1/8/4PP2/Pq1N1P1P/R2QKB1R w Kkq - 3 11,f1c4,1007
r1b1k1nr/pppp1ppp/8/6B1/1bB5/4PP2/Pq1N1P1P/R2QK2R w Kkq - 5 12,e3e4,1007
r1b1k1nr/pppp1ppp/8/6B1/2B1P3/5P2/Pq1b1P1P/R2QK2R w Kkq - 0 13,g5d2,1007
r1b1k1nr/pppp1ppp/5q2/8/2B1P3/5P2/P2B1P1P/R2QK2R w Kkq - 1 14,e1g1,1007
r1b1k2r/pppp1ppp/5q1n/8/2B1P3/5P2/P2B1P1P/R2Q1RK1 w kq - 3 15,g1h1,1007
r1b2rk1/pppp1ppp/5q1n/8/2B1P3/5P2/P2B1P1P/R2Q1R1K w - - 5 16,d2h6,1007
r1b2rk1/pppp1ppp/7q/8/2B1P3/5P2/P4P1P/R2Q1R1K w - - 0 17,d1b3,1007
r1b2rk1/pp1p1ppp/2p4q/8/2B1P3/1Q3P2/P4P1P/R4R1K w - - 0 18,c4f7,1007
r1b3k1/pp1p1rpp/2p4q/8/4P3/1Q3P2/P4P1P/R4R1K w - - 0 19,f1g1,1007
r1b3k1/pp3rpp/2p4q/3p4/4P3/1Q3P2/P4P1P/R5RK w - - 0 20,e4d5,1007
r1b3k1/pp3rpp/7q/3p4/8/1Q3P2/P4P1P/R5RK w - - 0 21,b3d5,1007
r5k1/pp3rpp/4b2q/3Q4/8/5P2/P4P1P/R5RK w - - 1 22,d5b7,1007
5rk1/pQ3rpp/4b2q/8/8/5P2/P4P1P/R5RK w - - 1 23,b7a6,1007
5rk1/p4rpp/Q6q/3b4/8/5P2/P4P1P/R5RK w - - 3 24,a6h6,1007
5rk1/p5pp/5r1Q/3b4/8/5P2/P4P1P/R5RK w - - 1 25,h6g7,1007
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,c7c5,1008
rnbqkbnr/pp1ppppp/8/2p5/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,b7b6,1008
rnbqkbnr/p2ppppp/1p6/2pP4/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,c8b7,1008
rn1qkbnr/pb1ppppp/1p6/2pP4/2P1P3/8/PP3PPP/RNBQKBNR b KQkq - 0 4,e7e6,1008
rn1qkbnr/pb1p1ppp/1p2p3/2pP4/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 1 5,e6d5,1008
rn1qkbnr/pb1p1ppp/1p6/2pP4/2P5/2N5/PP3PPP/R1BQKBNR b KQkq - 0 6,g8f6,1008
rn1qkb1r/pb1p1ppp/1p3n2/2pP4/2P5/2N3P1/PP3P1P/R1BQKBNR b KQkq - 0 7,f8d6,1008
rn1qk2r/pb1p1ppp/1p1b1n2/2pP4/2P5/2N3P1/PP3PBP/R1BQK1NR b KQkq - 2 8,e8g8,1008
rn1q1rk1/pb1p1ppp/1p1b1n2/2pP4/2P5/2N3P1/PP2NPBP/R1BQK2R b KQ - 4 9,f8e8,1008
rn1qr1k1/pb1p1ppp/1p1b1n2/2pP4/2P5/2N3P1/PP2NPBP/R1BQ1RK1 b - - 6 10,f6e4,1008
rn1qr1k1/pb1p1ppp/1p1b4/2pP4/2P1N3/6P1/PP2NPBP/R1BQ1RK1 b - - 0 11,f7f5,1008
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1009
rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,g1f3,1009
rnbqkb1r/pppp1ppp/4pn2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,e2e3,1009
rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R w KQkq - 0 4,f1d3,1009
r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq - 2 5,c2c3,1009
r1bqkb1r/ppp2ppp/2n2n2/3pp3/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 0 6,f3e5,1009
r2qkb1r/ppp2ppp/2n2n2/3pN3/3P2b1/2PBP3/PP3PPP/RNBQK2R w KQkq - 1 7,e5g4,1009
r2qkb1r/ppp2ppp/2n5/3p4/3P2n1/2PBP3/PP3PPP/RNBQK2R w KQkq - 0 8,d1g4,1009
r2qk2r/ppp1bppp/2n5/3p4/3P2Q1/2PBP3/PP3PPP/RNB1K2R w KQkq - 1 9,g4g7,1009
r2qkb1r/ppp2pQp/2n5/3p4/3P4/2PBP3/PP3PPP/RNB1K2R w KQkq - 1 10,g7h8,1009
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,g8f6,1010
rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,g7g6,1010
rnbqkb1r/pppppp1p/5Bp1/8/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 0 3,e7f6,1010
rnbqkb1r/pppp1p1p/5pp1/8/3P4/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 4,f8g7,1010
rnbqk2r/pppp1pbp/5pp1/8/2BP4/4P3/PPP2PPP/RN1QK1NR b KQkq - 2 5,e8g8,1010
rnbq1rk1/pppp1pbp/5pp1/8/2BP4/3QP3/PPP2PPP/RN2K1NR b KQ - 4 6,d7d6,1010
rnbq1rk1/ppp2pbp/3p1pp1/8/2BP4/3QPN2/PPP2PPP/RN2K2R b KQ - 1 7,c8f5,1010
rn1q1rk1/ppp2pbp/3p1pp1/5b2/2BP4/1Q2PN2/PPP2PPP/RN2K2R b KQ - 3 8,b7b6,1010
rn1q1rk1/p1p2pbp/1p1p1pp1/5b2/2BP4/2Q1PN2/PPP2PPP/RN2K2R b KQ - 1 9,f5e4,1010
rn1q1rk1/p1p2pbp/1p1p1pp1/8/2BPb3/2Q1PN2/PPPN1PPP/R3K2R b KQ - 3 10,d6d5,1010
rn1q1rk1/p1p2pbp/1p3pp1/3p4/2BPb3/2Q1PN2/PPPN1PPP/R4RK1 b - - 1 11,e4f3,1010
rn1q1rk1/p1p2pbp/1p3pp1/3p4/2BP4/2Q1PN2/PPP2PPP/R4RK1 b - - 0 12,d5c4,1010
rn1q1rk1/p1p2pbp/1p3pp1/8/2QP4/4PN2/PPP2PPP/R4RK1 b - - 0 13,f6f5,1010
rn1q1rk1/p1p2pbp/1p4p1/5p2/2QP4/4PN2/PPP2PPP/3R1RK1 b - - 1 14,d8d7,1010
rn3rk1/p1pq1pbp/1p4p1/3P1p2/2Q5/4PN2/PPP2PPP/3R1RK1 b - - 0 15,b6b5,1010
rn3rk1/p1pq1pbp/6p1/1p1P1p2/1Q6/4PN2/PPP2PPP/3R1RK1 b - - 1 16,b8a6,1010
r4rk1/p1pq1pbp/n5p1/1p1P1p2/7Q/4PN2/PPP2PPP/3R1RK1 b - - 3 17,g7b2,1010
r4rk1/p1pq1p1p/n5p1/1p1P1p2/3R3Q/4PN2/PbP2PPP/5RK1 b - - 1 18,b2d4,1010
r4rk1/p1pq1p1p/n5p1/1p1P1p2/3N3Q/4P3/P1P2PPP/5RK1 b - - 0 19,a6b4,1010
r4rk1/p1pq1p1p/6p1/1N1P1p2/1n5Q/4P3/P1P2PPP/5RK1 b - - 0 20,d7b5,1010
r4rk1/p1p2p1p/6p1/1q1P1p2/1n5Q/4P3/P1P2PPP/2R3K1 b - - 1 21,b4a2,1010
r4rk1/p1p2p1p/6p1/1q1P1p2/7Q/4P3/n1P2PPP/4R1K1 b - - 1 22,a8b8,1010
1r3rk1/p1p2p1p/6p1/1q1P1p2/5P1Q/4P3/n1P3PP/4R1K1 b - - 0 23,a2c3,1010
1r3rk1/p1p2p1p/6p1/1q1P1p2/5PPQ/2n1P3/2P4P/4R1K1 b - - 0 24,c3e4,1010
1r3rk1/p1p2p1p/6p1/1q1P1P2/4nP1Q/4P3/2P4P/4R1K1 b - - 0 25,b5b2,1010
1r3rk1/p1p2p1p/6p1/3P1P2/4nP1Q/4P3/1qP1R2P/6K1 b - - 2 26,b2c1,1010
1r3rk1/p1p2p1p/6p1/3P1P2/4nP1Q/4P3/2P1R1KP/2q5 b - - 4 27,g8h8,1010
1r3r1k/p1p1Qp1p/6p1/3P1P2/4nP2/4P3/2P1R1KP/2q5 b - - 6 28,f8g8,1010
1r4rk/p1Q2p1p/6p1/3P1P2/4nP2/4P3/2P1R1KP/2q5 b - - 0 29,g6f5,1010
1r4rk/p1Q2p1p/8/3P1p2/4nP2/4PK2/2P1R2P/2q5 b - - 1 30,e4d2,1010
1r4rk/p1Q2p1p/8/3P1p2/5P2/4PK2/2PR3P/2q5 b - - 0 31,c1d2,1010
1r4rk/Q4p1p/8/3P1p2/5P2/4PK2/2Pq3P/8 b - - 0 32,d2g2,1010
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,d2d4,1011
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,1011
r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,c2c3,1011
r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq - 1 4,e2e3,1011
r1bqkb1r/ppp2ppp/2n1pn2/3p4/3P4/2P1PN2/PP3PPP/RNBQKB1R w KQkq - 0 5,f1d3,1011
r1bqk2r/ppp2ppp/2nbpn2/3p4/3P4/2PBPN2/PP3PPP/RNBQK2R w KQkq - 2 6,e1g1,1011
